postionType,postionLocation,positionName,postionNumber,postionLink,publishDate
2017-11-01,position_detail.php?id=33911&keywords=&tid=0&lid=0,北京,2,技术类,MIG16-运营后台开发工程师（北京）
2017-11-01,position_detail.php?id=33909&keywords=&tid=0&lid=0,深圳,1,产品/项目类,HY1-游戏语音产品策划（深圳）
2017-11-01,position_detail.php?id=33905&keywords=&tid=0&lid=0,深圳,1,产品/项目类,15611-动作策划（深圳）
2017-11-01,position_detail.php?id=33904&keywords=&tid=0&lid=0,深圳,1,技术类,20016-移动游戏专项测试工程师（深圳）
2017-11-01,position_detail.php?id=33889&keywords=&tid=0&lid=0,深圳,2,技术类,TEG09-Android研发工程师（深圳）
2017-11-01,position_detail.php?id=33882&keywords=&tid=0&lid=0,上海,1,技术类,19332-数据挖掘开发Leader（上海）
2017-11-01,position_detail.php?id=33877&keywords=&tid=0&lid=0,北京,2,内容编辑类,23673-新闻热点运营编辑（北京）
2017-11-01,position_detail.php?id=33872&keywords=&tid=0&lid=0,北京,1,技术类,MIG16-基础架构工程师（北京）
2017-11-01,position_detail.php?id=33194&keywords=&tid=0&lid=0,广州,1,职能类,CB-薪酬福利经理（深圳）
2017-11-01,position_detail.php?id=33871&keywords=&tid=0&lid=0,深圳,2,技术类,TEG01-数据挖掘工程师（深圳）
2017-11-01,position_detail.php?id=33870&keywords=&tid=0&lid=0,深圳,1,技术类,TEG01-WEB开发工程师（深圳）
2017-11-01,position_detail.php?id=33868&keywords=&tid=0&lid=0,深圳,1,技术类,TEG01-自然语言处理工程师（深圳）
2017-11-01,position_detail.php?id=33863&keywords=&tid=0&lid=0,深圳,1,产品/项目类,22989-腾讯专有云高级产品经理(IAAS)（深圳）
2017-11-01,position_detail.php?id=33861&keywords=&tid=0&lid=0,深圳,1,产品/项目类,22989-腾讯专有云高级产品经理(平台)（深圳）
2017-11-01,position_detail.php?id=33851&keywords=&tid=0&lid=0,北京,1,技术类,MIG16-地图专题数据前端开发高级工程师（北京）
2017-11-01,position_detail.php?id=33848&keywords=&tid=0&lid=0,北京,1,产品/项目类,MIG16-地图骑行步行导航数据高级产品经理（北京）
2017-11-01,position_detail.php?id=33845&keywords=&tid=0&lid=0,深圳,1,技术类,HY2-游戏运维工程师（深圳）
2017-11-01,position_detail.php?id=33864&keywords=&tid=0&lid=0,深圳,1,职能类,AQ-安全产品经理（深圳）
2017-11-01,position_detail.php?id=30229&keywords=&tid=0&lid=0,深圳,1,产品/项目类,23295-互娱内容平台产品经理（深圳）
2017-11-01,position_detail.php?id=27939&keywords=&tid=0&lid=0,上海,1,设计类,15573-游戏美术UI视觉设计师（上海）
2017-11-01,position_detail.php?id=28297&keywords=&tid=0&lid=0,深圳,3,技术类,TEG09-高级业务运维工程师（深圳）
2017-11-01,position_detail.php?id=28317&keywords=&tid=0&lid=0,深圳,1,产品/项目类,TEG11-高级产品经理（深圳）
2017-11-01,position_detail.php?id=31962&keywords=&tid=0&lid=0,深圳,1,产品/项目类,MIG06-平台策划产品经理（深圳）
2017-11-01,position_detail.php?id=30218&keywords=&tid=0&lid=0,沈阳,1,市场类,22990-渠道销售经理（沈阳）
2017-11-01,position_detail.php?id=26027&keywords=&tid=0&lid=0,北京,2,产品/项目类,SA-腾讯社交广告平台产品策划经理（北京）
2017-11-01,position_detail.php?id=26016&keywords=&tid=0&lid=0,北京,3,技术类,SA-腾讯社交广告系统后台开发高级工程师（北京）
2017-11-01,position_detail.php?id=26470&keywords=&tid=0&lid=0,深圳,2,技术类,21309-在线教育JAVA后台开发工程师（深圳）
2017-11-01,position_detail.php?id=30244&keywords=&tid=0&lid=0,深圳,1,技术类,22989-腾讯云运营系统开发工程师（深圳）
2017-11-01,position_detail.php?id=32710&keywords=&tid=0&lid=0,广州,2,设计类,MIG08-视觉设计师(广州)
2017-11-01,position_detail.php?id=32712&keywords=&tid=0&lid=0,深圳,1,技术类,SD9-手机游戏后台开发工程师
2017-11-01,position_detail.php?id=31956&keywords=&tid=0&lid=0,深圳,1,产品/项目类,MIG03-产品运营（数据生产顾问）（深圳）
2017-10-31,position_detail.php?id=33856&keywords=&tid=0&lid=0,深圳,1,产品/项目类,MIG06-智能硬件质管项目经理（深圳）
2017-10-31,position_detail.php?id=33852&keywords=&tid=0&lid=0,北京,1,市场类,17759-短视频活动营销经理
2017-10-31,position_detail.php?id=33775&keywords=&tid=0&lid=0,深圳,2,技术类,22989-腾讯云网络后台系统开发工程师（深圳）
2017-10-31,position_detail.php?id=31836&keywords=&tid=0&lid=0,北京,1,技术类,23048-翻译君NLP算法高级工程师(北京)
2017-10-31,position_detail.php?id=32643&keywords=&tid=0&lid=0,深圳,1,技术类,MIG07-安全运营工程师（深圳）
2017-10-31,position_detail.php?id=31930&keywords=&tid=0&lid=0,深圳,2,产品/项目类,23294-产品经理（深圳）
2017-10-31,position_detail.php?id=31921&keywords=&tid=0&lid=0,深圳,1,技术类,23295-腾讯游戏内部广告投放系统后台开发（深圳）
2017-10-31,position_detail.php?id=33695&keywords=&tid=0&lid=0,深圳,1,产品/项目类,24491-韩国市场拓展
2017-10-31,position_detail.php?id=33486&keywords=&tid=0&lid=0,深圳,1,产品/项目类,15612-回合策略手游战斗策划（深圳）
2017-10-31,position_detail.php?id=33488&keywords=&tid=0&lid=0,深圳,2,技术类,15612-后台游戏开发工程师（深圳）
2017-10-31,position_detail.php?id=32631&keywords=&tid=0&lid=0,深圳,1,产品/项目类,SNG06-QQ动漫社群运营经理(深圳）
2017-10-31,position_detail.php?id=33178&keywords=&tid=0&lid=0,深圳,1,设计类,15611-高级UnrealEngine技术美术（深圳）
2017-10-31,position_detail.php?id=33123&keywords=&tid=0&lid=0,深圳,1,设计类,15602-高级UI设计师（深圳）
2017-10-31,position_detail.php?id=32576&keywords=&tid=0&lid=0,成都,1,产品/项目类,15575-《王者荣耀》赛事运营经理（成都）
2017-10-31,position_detail.php?id=32629&keywords=&tid=0&lid=0,深圳,1,职能类,SNG-企业文化主管（深圳）
2017-10-31,position_detail.php?id=32640&keywords=&tid=0&lid=0,深圳,1,技术类,TEG11-web前端开发工程师（深圳）
2017-10-31,position_detail.php?id=29065&keywords=&tid=0&lid=0,深圳,1,职能类,AQ-安全标准经理（深圳）
2017-10-31,position_detail.php?id=30183&keywords=&tid=0&lid=0,深圳,1,职能类,AQ-舆情策划推广经理（深圳）
2017-10-31,position_detail.php?id=26472&keywords=&tid=0&lid=0,深圳,2,技术类,21309-在线教育web前端开发工程师（深圳）
2017-10-31,position_detail.php?id=31935&keywords=&tid=0&lid=0,深圳,1,技术类,18428-财付通测试开发工程师（深圳）
2017-10-31,position_detail.php?id=27030&keywords=&tid=0&lid=0,深圳,2,技术类,WXG06-122 微信支付数据挖掘工程师（深圳）
2017-10-31,position_detail.php?id=31918&keywords=&tid=0&lid=0,深圳,1,职能类,23677-互娱服务采购高级供应商管理经理（深圳）
2017-10-31,position_detail.php?id=28261&keywords=&tid=0&lid=0,深圳,1,技术类,SD3-移动客户端开发（深圳）
2017-10-31,position_detail.php?id=28273&keywords=&tid=0&lid=0,北京,1,技术类,18425-金融云售前架构师（北京）
2017-10-30,position_detail.php?id=33840&keywords=&tid=0&lid=0,上海,2,产品/项目类,22989-腾讯云高级产品经理（互联网业务）（上海/北京/深圳）
2017-10-30,position_detail.php?id=33572&keywords=&tid=0&lid=0,北京,2,技术类,MIG16-腾讯地图导航/步行骑行/公交后台开发工程师(北京)
2017-10-30,position_detail.php?id=33805&keywords=&tid=0&lid=0,成都,1,产品/项目类,15575-天美L1手游高级游戏策划（成都）
2017-10-30,position_detail.php?id=33831&keywords=&tid=0&lid=0,北京,1,技术类,23048-浏览器开发工程师（北京）
2017-10-30,position_detail.php?id=33824&keywords=&tid=0&lid=0,深圳,1,技术类,22989-金融云区块链高级研发工程师（深圳）
2017-10-30,position_detail.php?id=33822&keywords=&tid=0&lid=0,深圳,1,产品/项目类,18432-投研经理
2017-10-30,position_detail.php?id=31839&keywords=&tid=0&lid=0,深圳,1,技术类,18796-PHP开发工程师(深圳)
2017-10-30,position_detail.php?id=32623&keywords=&tid=0&lid=0,深圳,1,产品/项目类,18796-掌火APP产品运营(深圳)
2017-10-30,position_detail.php?id=33820&keywords=&tid=0&lid=0,深圳,1,技术类,20503-图像处理/计算机视觉工程师（深圳）
2017-10-30,position_detail.php?id=33819&keywords=&tid=0&lid=0,北京,1,市场类,19837-影视宣传策划经理（北京）
2017-10-30,position_detail.php?id=33816&keywords=&tid=0&lid=0,深圳,2,产品/项目类,21309-辅导员助理（深圳）
2017-10-30,position_detail.php?id=32843&keywords=&tid=0&lid=0,深圳,1,技术类,18796-ETL开发工程师
2017-10-30,position_detail.php?id=33245&keywords=&tid=0&lid=0,深圳,1,技术类,18796-高级IOS开发工程师（深圳）
2017-10-30,position_detail.php?id=33530&keywords=&tid=0&lid=0,上海,1,产品/项目类,18796-数据分析师（深圳）
2017-10-30,position_detail.php?id=30100&keywords=&tid=0&lid=0,深圳,1,技术类,18796-WeGame PHP开发工程师 (深圳）
2017-10-30,position_detail.php?id=33802&keywords=&tid=0&lid=0,北京,5,技术类,22090-天天快报-短视频算法工程师（北京）
2017-10-30,position_detail.php?id=33800&keywords=&tid=0&lid=0,深圳,1,产品/项目类,22090-天天快报高级产品经理（产品策划方向）（深圳）
2017-10-30,position_detail.php?id=33796&keywords=&tid=0&lid=0,深圳,1,技术类,GY0-海外腾讯云解决方案架构师（深圳）
2017-10-30,position_detail.php?id=33793&keywords=&tid=0&lid=0,北京,1,职能类,14173-CXO 招聘专家（北京）
2017-10-30,position_detail.php?id=33813&keywords=&tid=0&lid=0,深圳,1,产品/项目类,TEG04-项目经理（深圳）
2017-10-30,position_detail.php?id=33808&keywords=&tid=0&lid=0,深圳,1,市场类,SNG11-高级商业分析师（深圳）
2017-10-30,position_detail.php?id=33806&keywords=&tid=0&lid=0,上海,1,产品/项目类,21229-竞技游戏高级赛事运营（上海）
2017-10-30,position_detail.php?id=33814&keywords=&tid=0&lid=0,成都,1,技术类,15575-《王者荣耀》高级客户端开发工程师（成都）
2017-10-30,position_detail.php?id=26438&keywords=&tid=0&lid=0,北京,1,市场类,SNG03-商务拓展高级经理（北京）
2017-10-30,position_detail.php?id=25180&keywords=&tid=0&lid=0,深圳,2,技术类,SNG03-互动视频客户端开发工程师（深圳）
2017-10-30,position_detail.php?id=25178&keywords=&tid=0&lid=0,深圳,1,产品/项目类,SNG03-数据分析产品经理（深圳）
2017-10-30,position_detail.php?id=25169&keywords=&tid=0&lid=0,深圳,1,技术类,SNG03-互动视频ios高级开发工程师（深圳）
2017-10-30,position_detail.php?id=33757&keywords=&tid=0&lid=0,深圳,1,技术类,HY2-大数据运维工程师（深圳）
2017-10-30,position_detail.php?id=31257&keywords=&tid=0&lid=0,北京,1,产品/项目类,22090-天天快报-画像产品经理（北京）
2017-10-30,position_detail.php?id=33360&keywords=&tid=0&lid=0,深圳,2,设计类,15605-手游3D场景设计师（深圳）
2017-10-30,position_detail.php?id=33387&keywords=&tid=0&lid=0,深圳,2,市场类,19511-腾讯游戏战略分析经理（深圳）
2017-10-30,position_detail.php?id=25779&keywords=&tid=0&lid=0,深圳,2,技术类,OMG236-腾讯视频媒资库后台开发高级工程师（深圳）
2017-10-30,position_detail.php?id=28139&keywords=&tid=0&lid=0,深圳,1,技术类,OMG236-腾讯直播iOS开发组组长（深圳）
2017-10-30,position_detail.php?id=33759&keywords=&tid=0&lid=0,深圳,2,技术类,TEG13-python后台开发工程师（深圳）
2017-10-30,position_detail.php?id=32591&keywords=&tid=0&lid=0,深圳,1,技术类,23671-高级广告算法工程师 （深圳）
2017-10-30,position_detail.php?id=31889&keywords=&tid=0&lid=0,深圳,4,技术类,TEG14-云存储研发工程师（深圳）
2017-10-30,position_detail.php?id=31882&keywords=&tid=0&lid=0,深圳,2,技术类,TEG09-云存储高级研发工程师（深圳）
2017-10-30,position_detail.php?id=32607&keywords=&tid=0&lid=0,深圳,1,技术类,HY2-PHP开发工程师（深圳）
2017-10-30,position_detail.php?id=28239&keywords=&tid=0&lid=0,深圳,3,技术类,18428-腾讯金融业务高级研发工程师(深圳)
2017-10-30,position_detail.php?id=25619&keywords=&tid=0&lid=0,深圳,1,技术类,SNG07-云测试高级工程师（深圳）
2017-10-30,position_detail.php?id=31360&keywords=&tid=0&lid=0,深圳,1,技术类,MIG12-高级网络安全工程师（深圳）
2017-10-30,position_detail.php?id=29025&keywords=&tid=0&lid=0,深圳,1,产品/项目类,20718-AI内容产品策划经理（深圳）
2017-10-30,position_detail.php?id=30154&keywords=&tid=0&lid=0,上海,2,技术类,HY1-游戏测试经理（上海）
2017-10-30,position_detail.php?id=27904&keywords=&tid=0&lid=0,深圳,1,技术类,MIG09-QQ浏览器搜索算法专家
2017-10-30,position_detail.php?id=30129&keywords=&tid=0&lid=0,深圳,1,产品/项目类,19881-《王者荣耀》平台渠道运营（深圳）
2017-10-30,position_detail.php?id=28921&keywords=&tid=0&lid=0,深圳,1,技术类,HY2-大数据高级工程师（深圳）
2017-10-30,position_detail.php?id=32608&keywords=&tid=0&lid=0,深圳,1,技术类,HY2-大数据开发工程师（深圳）
2017-10-30,position_detail.php?id=32931&keywords=&tid=0&lid=0,深圳,1,技术类,HY2-机器学习高级算法工程师（深圳）
2017-10-30,position_detail.php?id=32617&keywords=&tid=0&lid=0,深圳,1,技术类,HY2-高级游戏运维工程师(深圳)
2017-10-30,position_detail.php?id=33682&keywords=&tid=0&lid=0,深圳,1,产品/项目类,HY2-高级产品经理（文案策划方向）（深圳）
2017-10-29,position_detail.php?id=28170&keywords=&tid=0&lid=0,上海,1,技术类,HY2-运营开发高级工程师（上海）
2017-10-29,position_detail.php?id=31348&keywords=&tid=0&lid=0,深圳,1,技术类,MIG07-WEB前端开发（企业安全方向）
2017-10-29,position_detail.php?id=31296&keywords=&tid=0&lid=0,北京,0,内容编辑类,17759-会员商务合作专员（北京）
2017-10-29,position_detail.php?id=30753&keywords=&tid=0&lid=0,北京,1,技术类,22989-高级视频软件工程师（北京）
2017-10-29,position_detail.php?id=30855&keywords=&tid=0&lid=0,成都,1,产品/项目类,15575-《王者荣耀》商业化运营（成都）
2017-10-29,position_detail.php?id=26070&keywords=&tid=0&lid=0,北京,1,职能类,20762-政府事务经理(北京)
2017-10-29,position_detail.php?id=28193&keywords=&tid=0&lid=0,深圳,2,技术类,SA-腾讯社交广告后台开发工程师微信广告方向（深圳）
2017-10-29,position_detail.php?id=28478&keywords=&tid=0&lid=0,深圳,1,技术类,TEG13-Python运营开发(后台)工程师（深圳）
2017-10-29,position_detail.php?id=24474&keywords=&tid=0&lid=0,深圳,2,产品/项目类,XN-移动客户端产品运营经理(深圳)
2017-10-28,position_detail.php?id=31879&keywords=&tid=0&lid=0,深圳,1,技术类,22989-腾讯云加速iOS开发工程师（深圳）
2017-10-28,position_detail.php?id=31888&keywords=&tid=0&lid=0,深圳,1,技术类,22989-腾讯云加速Android开发工程师（深圳）
2017-10-28,position_detail.php?id=32555&keywords=&tid=0&lid=0,深圳,1,职能类,S2-投资并购经理（深圳）
2017-10-28,position_detail.php?id=27916&keywords=&tid=0&lid=0,北京,2,技术类,SA-腾讯社交广告广点通用户画像大数据研发工程师（北京）
2017-10-28,position_detail.php?id=31901&keywords=&tid=0&lid=0,深圳,1,技术类,MIG18-开放平台广告算法工程师（深圳）
2017-10-28,position_detail.php?id=31896&keywords=&tid=0&lid=0,深圳,1,产品/项目类,MIG06-大数据策略产品经理（深圳）
2017-10-28,position_detail.php?id=31289&keywords=&tid=0&lid=0,深圳,1,产品/项目类,MIG18-众创空间AI项目高级产品经理（深圳）
2017-10-28,position_detail.php?id=31908&keywords=&tid=0&lid=0,深圳,1,产品/项目类,MIG18-商业化高级产品策划经理（深圳）
2017-10-28,position_detail.php?id=30737&keywords=&tid=0&lid=0,北京,1,职能类,FWZ-诉讼律师
2017-10-28,position_detail.php?id=31285&keywords=&tid=0&lid=0,北京,1,技术类,23048-QQ浏览器内核开发工程师
2017-10-28,position_detail.php?id=31912&keywords=&tid=0&lid=0,深圳,1,技术类,XN-C++后台开发工程师（深圳）
2017-10-27,position_detail.php?id=28140&keywords=&tid=0&lid=0,深圳,2,产品/项目类,OMG236-腾讯视频PC客户端产品经理（深圳）
2017-10-27,position_detail.php?id=27895&keywords=&tid=0&lid=0,深圳,1,技术类,OMG236-腾讯视频ios测试工程师（深圳）
2017-10-27,position_detail.php?id=33784&keywords=&tid=0&lid=0,深圳,1,技术类,TEG05-后台系统开发工程师（深圳）
2017-10-27,position_detail.php?id=33782&keywords=&tid=0&lid=0,深圳,2,职能类,TEG06-高级售前技术工程师（深圳）
2017-10-27,position_detail.php?id=33773&keywords=&tid=0&lid=0,深圳,1,产品/项目类,19081-游戏音频策划（深圳）
2017-10-27,position_detail.php?id=33771&keywords=&tid=0&lid=0,深圳,1,技术类,22989-腾讯云数据中心运营规划工程师（深圳）
2017-10-27,position_detail.php?id=33768&keywords=&tid=0&lid=0,深圳,1,产品/项目类,15569-魂斗罗高级数值策划（深圳）
2017-10-27,position_detail.php?id=33766&keywords=&tid=0&lid=0,深圳,1,产品/项目类,15569-魂斗罗高级系统策划（深圳）
2017-10-27,position_detail.php?id=33764&keywords=&tid=0&lid=0,深圳,1,技术类,18302-剑灵IP手游本地化服务器开发工程师（深圳）
2017-10-27,position_detail.php?id=33761&keywords=&tid=0&lid=0,北京,1,市场类,23672-腾讯娱乐艺人统筹（北京）
2017-10-27,position_detail.php?id=33779&keywords=&tid=0&lid=0,深圳,1,产品/项目类,SNG16-全民K歌渠道运营经理（深圳）
2017-10-27,position_detail.php?id=33776&keywords=&tid=0&lid=0,北京,2,市场类,23671-商务合作经理
2017-10-27,position_detail.php?id=33646&keywords=&tid=0&lid=0,深圳,1,职能类,S2-账务中心高级会计（深圳）
2017-10-27,position_detail.php?id=23360&keywords=&tid=0&lid=0,深圳,1,技术类,18435-风控总监（深圳）
2017-10-27,position_detail.php?id=30121&keywords=&tid=0&lid=0,北京,1,技术类,23048-翻译君后台开发高级工程师（北京）
2017-10-27,position_detail.php?id=31207&keywords=&tid=0&lid=0,北京,1,产品/项目类,23671-机构运营产品经理（北京）
2017-10-27,position_detail.php?id=33755&keywords=&tid=0&lid=0,深圳,1,技术类,TEG02-机器学习工程师（深圳）
2017-10-27,position_detail.php?id=33753&keywords=&tid=0&lid=0,北京,1,内容编辑类,23672-腾讯娱乐视频内容运营（北京）
2017-10-27,position_detail.php?id=22746&keywords=&tid=0&lid=0,深圳,2,技术类,TEG09-虚拟化研发工程师（深圳）
2017-10-27,position_detail.php?id=23461&keywords=&tid=0&lid=0,深圳,1,技术类,TEG09-存储业务后台开发工程师（深圳）
2017-10-27,position_detail.php?id=30128&keywords=&tid=0&lid=0,深圳,5,技术类,TEG11-数据挖掘高级工程师（深圳）
2017-10-27,position_detail.php?id=31864&keywords=&tid=0&lid=0,深圳,1,设计类,19823-动画绑定师
2017-10-27,position_detail.php?id=28945&keywords=&tid=0&lid=0,北京,2,产品/项目类,SA-腾讯社交广告客户运营经理（品牌行业）
2017-10-27,position_detail.php?id=28947&keywords=&tid=0&lid=0,北京,1,技术类,SA-腾讯社交广告定向系统开发工程师（北京）
2017-10-27,position_detail.php?id=31851&keywords=&tid=0&lid=0,广州,1,职能类,政府及公共事务经理（广州）
2017-10-27,position_detail.php?id=16860&keywords=&tid=0&lid=0,深圳,1,产品/项目类,SNG01-QQ高级产品经理（深圳）
2017-10-27,position_detail.php?id=18606&keywords=&tid=0&lid=0,深圳,2,设计类,SNG10-视觉设计组长（深圳）
2017-10-27,position_detail.php?id=31847&keywords=&tid=0&lid=0,成都,1,产品/项目类,15575-《王者荣耀》商业化运营（皮肤方向）（成都）
2017-10-27,position_detail.php?id=31859&keywords=&tid=0&lid=0,上海,1,职能类,S2-财经外联与拓展（上海）
2017-10-26,position_detail.php?id=33751&keywords=&tid=0&lid=0,深圳,1,内容编辑类,SNG16-全民K歌内容运营经理（深圳）
2017-10-26,position_detail.php?id=33747&keywords=&tid=0&lid=0,上海,1,产品/项目类,15614-大型网络游戏版本管理（上海）
2017-10-26,position_detail.php?id=33746&keywords=&tid=0&lid=0,上海,1,产品/项目类,15618-项目经理（上海）
2017-10-26,position_detail.php?id=33259&keywords=&tid=0&lid=0,深圳,1,设计类,SNG10-UI工程师/前端开发工程师(深圳）
2017-10-26,position_detail.php?id=33742&keywords=&tid=0&lid=0,上海,1,市场类,22990-战略BD经理（上海）
2017-10-26,position_detail.php?id=33739&keywords=&tid=0&lid=0,北京,1,产品/项目类,MIG09-QQ浏览器内容策略高级产品经理（北京）
2017-10-26,position_detail.php?id=33737&keywords=&tid=0&lid=0,北京,1,产品/项目类,SA-腾迅社交广告KA渠道运营经理（北京）
2017-10-26,position_detail.php?id=33730&keywords=&tid=0&lid=0,深圳,1,职能类,S2-投资公司管理经理（深圳）
2017-10-26,position_detail.php?id=33745&keywords=&tid=0&lid=0,深圳,1,产品/项目类,SNG16-全民K歌造星经纪人（深圳）
2017-10-26,position_detail.php?id=33724&keywords=&tid=0&lid=0,深圳,1,技术类,SNG16-腾讯音乐IOS质量测试工程师（深圳）
2017-10-26,position_detail.php?id=33722&keywords=&tid=0&lid=0,深圳,1,技术类,SNG16-腾讯音乐Web质量测试工程师（深圳）
2017-10-26,position_detail.php?id=33713&keywords=&tid=0&lid=0,深圳,2,技术类,22989-腾讯云资源管理规划工程师(深圳)
2017-10-26,position_detail.php?id=33711&keywords=&tid=0&lid=0,深圳,1,产品/项目类,18797-高级项目经理（深圳）
2017-10-26,position_detail.php?id=33710&keywords=&tid=0&lid=0,深圳,1,产品/项目类,22989-腾讯云资源成本数据运营（深圳）
2017-10-26,position_detail.php?id=33592&keywords=&tid=0&lid=0,北京,1,产品/项目类,MIG16-自动驾驶产品经理(北京)
2017-10-26,position_detail.php?id=33593&keywords=&tid=0&lid=0,北京,1,技术类,MIG16-自动驾驶模拟仿真工程师(北京)
2017-10-26,position_detail.php?id=33596&keywords=&tid=0&lid=0,北京,1,技术类,MIG16-自动驾驶高精地图-工具研发(北京)
2017-10-26,position_detail.php?id=33598&keywords=&tid=0&lid=0,北京,1,技术类,MIG16-自动驾驶机器人SLAM算法工程师(北京)
2017-10-26,position_detail.php?id=33600&keywords=&tid=0&lid=0,北京,1,技术类,MIG16-自动驾驶深度学习(北京)
2017-10-26,position_detail.php?id=33726&keywords=&tid=0&lid=0,深圳,1,职能类,S2-高级财务分析经理 （深圳）
2017-10-26,position_detail.php?id=33718&keywords=&tid=0&lid=0,北京,2,内容编辑类,23671-企鹅号渠道服务
2017-10-26,position_detail.php?id=32553&keywords=&tid=0&lid=0,北京,2,市场类,22086-腾讯体育会员运营（用户及活动方向）
2017-10-26,position_detail.php?id=31806&keywords=&tid=0&lid=0,深圳,1,市场类,WXG06-331 境外支付高级海外商务经理（深圳）
2017-10-26,position_detail.php?id=31813&keywords=&tid=0&lid=0,深圳,1,技术类,SA-腾讯社交广告基础平台后台开发工程师（深圳）
2017-10-26,position_detail.php?id=31236&keywords=&tid=0&lid=0,深圳,2,技术类,SNG16-腾讯音乐运营开发工程师（深圳）
2017-10-26,position_detail.php?id=31832&keywords=&tid=0&lid=0,北京,1,市场类,ZL-高级商业分析师(深圳)
2017-10-26,position_detail.php?id=31833&keywords=&tid=0&lid=0,深圳,1,市场类,ZL-商业分析经理
2017-10-25,position_detail.php?id=32964&keywords=&tid=0&lid=0,深圳,1,产品/项目类,19116-互联网+行业高级产品策划经理（AI方向）(深圳)
2017-10-25,position_detail.php?id=33263&keywords=&tid=0&lid=0,深圳,1,技术类,15571-unity客户端开发工程师（深圳）
2017-10-25,position_detail.php?id=33494&keywords=&tid=0&lid=0,北京,1,技术类,MIG16-计算机视觉高级算法工程师（北京）
2017-10-25,position_detail.php?id=33707&keywords=&tid=0&lid=0,北京,1,技术类,OMG097-数据挖掘工程师(北京）
2017-10-25,position_detail.php?id=33285&keywords=&tid=0&lid=0,北京,1,技术类,23671-Android开发高级工程师(北京）
2017-10-25,position_detail.php?id=32517&keywords=&tid=0&lid=0,北京,1,内容编辑类,23675-投资经理（北京）
2017-10-24,position_detail.php?id=33703&keywords=&tid=0&lid=0,北京,1,市场类,22968-房产家居娱乐行业销售经理
2017-10-24,position_detail.php?id=33693&keywords=&tid=0&lid=0,深圳,1,职能类,23677-互娱服务采购经理（深圳）
2017-10-24,position_detail.php?id=33686&keywords=&tid=0&lid=0,北京,1,技术类,23671-高级广告算法工程师
2017-10-24,position_detail.php?id=33687&keywords=&tid=0&lid=0,北京,1,技术类,23671-高级前端广告工程师
2017-10-24,position_detail.php?id=33689&keywords=&tid=0&lid=0,北京,1,产品/项目类,商业运营产品经理
2017-10-24,position_detail.php?id=33676&keywords=&tid=0&lid=0,深圳,1,技术类,HY2-手游SDK终端安卓开发工程师(深圳)
2017-10-24,position_detail.php?id=33672&keywords=&tid=0&lid=0,上海,1,产品/项目类,15616-MMOG文案策划（上海）
2017-10-24,position_detail.php?id=33670&keywords=&tid=0&lid=0,深圳,1,技术类,HY2-数据挖掘后台开发工程师（深圳）
2017-10-24,position_detail.php?id=33668&keywords=&tid=0&lid=0,深圳,4,技术类,SNG02-腾讯云应用业务开发工程师（深圳）
2017-10-24,position_detail.php?id=33665&keywords=&tid=0&lid=0,深圳,1,技术类,S2-大数据开发高级工程师（深圳）
2017-10-24,position_detail.php?id=33663&keywords=&tid=0&lid=0,上海,1,技术类,24547-高级应用开发工程师（上海）
2017-10-24,position_detail.php?id=33662&keywords=&tid=0&lid=0,上海,1,技术类,24547-大数据高级开发工程师（上海）
2017-10-24,position_detail.php?id=33684&keywords=&tid=0&lid=0,北京,1,技术类,23671-高级广告后台工程师（北京）
2017-10-24,position_detail.php?id=33658&keywords=&tid=0&lid=0,深圳,1,市场类,18797-Senior Strategy/Market Analysis Manager(shenzhen)
2017-10-24,position_detail.php?id=33652&keywords=&tid=0&lid=0,深圳,1,产品/项目类,MIG10-运营商产品策划（深圳）
2017-10-24,position_detail.php?id=33651&keywords=&tid=0&lid=0,深圳,1,产品/项目类,23516-内外部合作与市场推广接口人
2017-10-24,position_detail.php?id=33648&keywords=&tid=0&lid=0,深圳,1,技术类,18435-财付通高级风险分析师-策略方向（深圳）
2017-10-24,position_detail.php?id=28911&keywords=&tid=0&lid=0,深圳,1,产品/项目类,21085-穿越火线手游市场推广（深圳）
2017-10-23,position_detail.php?id=33477&keywords=&tid=0&lid=0,深圳,1,产品/项目类,GY0-海外社交广告运营经理（深圳）
2017-10-23,position_detail.php?id=33644&keywords=&tid=0&lid=0,成都,1,产品/项目类,15575-《王者荣耀》项目经理（成都）
2017-10-23,position_detail.php?id=33642&keywords=&tid=0&lid=0,深圳,1,职能类,SNG-招聘经理（深圳）
2017-10-23,position_detail.php?id=33637&keywords=&tid=0&lid=0,深圳,3,技术类,22989-移动云解决方案架构师（北京/上海/深圳）
2017-10-23,position_detail.php?id=33634&keywords=&tid=0&lid=0,深圳,2,技术类,18435-风控策略java开发工程师
2017-10-23,position_detail.php?id=33624&keywords=&tid=0&lid=0,上海,1,技术类,15573-手游客户端开发工程师（上海）
2017-10-23,position_detail.php?id=33622&keywords=&tid=0&lid=0,深圳,1,产品/项目类,GY0-JOOX产品策划（深圳）
2017-10-23,position_detail.php?id=33570&keywords=&tid=0&lid=0,北京,1,产品/项目类,MIG16-腾讯地图产品经理（北京）
2017-10-23,position_detail.php?id=33560&keywords=&tid=0&lid=0,深圳,1,产品/项目类,21309-数据分析产品经理（深圳）
2017-10-23,position_detail.php?id=32926&keywords=&tid=0&lid=0,深圳,2,职能类,S2-高级IT审计经理（深圳）
